ANNEE;REGION;GENDER;AGE_GROUP;PATH_CATEGORY;NB_ETUDIANTS;POPULATION_INSEE_SEGMENT;NB_ETUDIANTS_ANNEE_TOTAL
2024;Île-de-France;F;30-34 ans;Data;24;459192;738
2024;Île-de-France;F;35-39 ans;Data;15;455079;738
2024;Île-de-France;F;40-44 ans;Data;5;439141;738
2024;Île-de-France;F;45-49 ans;Data;9;406382;738
2024;Île-de-France;F;50-54 ans;Data;2;408392;738
2024;Île-de-France;F;55-59 ans;Data;1;387164;738
2024;Île-de-France;M;20-24 ans;Data;10;415708;738
2024;Île-de-France;M;25-29 ans;Data;49;423707;738
2024;Île-de-France;M;30-34 ans;Data;31;435474;738
2024;Île-de-France;M;35-39 ans;Data;29;424579;738
2024;Île-de-France;M;40-44 ans;Data;21;412624;738
2024;Île-de-France;M;45-49 ans;Data;13;401052;738
2024;Île-de-France;M;50-54 ans;Data;8;399422;738
2024;Île-de-France;M;55-59 ans;Data;1;367112;738
2024;Île-de-France;M;60 ans ou plus;Data;1;1180487;738
2024;Île-de-France;Non renseigne;25-29 ans;Data;1;;738
2024;Île-de-France;Non renseigne;30-34 ans;Data;9;;738
2024;Île-de-France;Non renseigne;35-39 ans;Data;8;;738
2024;Île-de-France;Non renseigne;40-44 ans;Data;8;;738
2024;Île-de-France;Non renseigne;45-49 ans;Data;1;;738
2024;Île-de-France;Non renseigne;50-54 ans;Data;2;;738
2024;Île-de-France;Non renseigne;55-59 ans;Data;4;;738
2025;Auvergne-Rhône-Alpes;F;20-24 ans;Data;3;229471;951
2025;Auvergne-Rhône-Alpes;F;25-29 ans;Data;5;231531;951
2025;Auvergne-Rhône-Alpes;F;30-34 ans;Data;4;250779;951
2025;Auvergne-Rhône-Alpes;F;35-39 ans;Data;4;269068;951
2025;Auvergne-Rhône-Alpes;F;40-44 ans;Data;2;274129;951
2025;Auvergne-Rhône-Alpes;F;45-49 ans;Data;1;251756;951
2025;Auvergne-Rhône-Alpes;F;50-54 ans;Data;2;272818;951
2025;Auvergne-Rhône-Alpes;F;55-59 ans;Data;2;266580;951
2025;Auvergne-Rhône-Alpes;M;20-24 ans;Data;9;243068;951
2025;Auvergne-Rhône-Alpes;M;25-29 ans;Data;18;235447;951
2025;Auvergne-Rhône-Alpes;M;30-34 ans;Data;16;249204;951
2025;Auvergne-Rhône-Alpes;M;35-39 ans;Data;6;259958;951
2025;Auvergne-Rhône-Alpes;M;40-44 ans;Data;11;262980;951
2025;Auvergne-Rhône-Alpes;M;45-49 ans;Data;2;247438;951
2025;Auvergne-Rhône-Alpes;M;50-54 ans;Data;1;272223;951
2025;Auvergne-Rhône-Alpes;M;55-59 ans;Data;1;261726;951
2025;Auvergne-Rhône-Alpes;M;60 ans ou plus;Data;2;1015863;951
2025;Auvergne-Rhône-Alpes;Non renseigne;20-24 ans;Data;1;;951
2025;Auvergne-Rhône-Alpes;Non renseigne;30-34 ans;Data;2;;951
2025;Auvergne-Rhône-Alpes;Non renseigne;40-44 ans;Data;1;;951
2025;Bourgogne-Franche-Comté;F;25-29 ans;Data;1;69372;951
2025;Bourgogne-Franche-Comté;F;30-34 ans;Data;2;73041;951
2025;Bourgogne-Franche-Comté;F;35-39 ans;Data;2;82046;951
2025;Bourgogne-Franche-Comté;F;45-49 ans;Data;1;80679;951
2025;Bourgogne-Franche-Comté;M;20-24 ans;Data;4;78498;951
2025;Bourgogne-Franche-Comté;M;25-29 ans;Data;2;73734;951
2025;Bourgogne-Franche-Comté;M;30-34 ans;Data;4;74506;951
2025;Bourgogne-Franche-Comté;M;35-39 ans;Data;1;79640;951
2025;Bourgogne-Franche-Comté;M;45-49 ans;Data;1;79969;951
2025;Bourgogne-Franche-Comté;M;55-59 ans;Data;1;93347;951
2025;Bretagne;F;30-34 ans;Data;4;92821;951
2025;Bretagne;F;40-44 ans;Data;1;107887;951
2025;Bretagne;F;45-49 ans;Data;3;102788;951
2025;Bretagne;F;60 ans ou plus;Data;1;597567;951
2025;Bretagne;M;20-24 ans;Data;3;97837;951
2025;Bretagne;M;25-29 ans;Data;3;91559;951
2025;Bretagne;M;30-34 ans;Data;4;93638;951
2025;Bretagne;M;35-39 ans;Data;4;100783;951
2025;Bretagne;M;40-44 ans;Data;4;105656;951
2025;Bretagne;M;50-54 ans;Data;1;117257;951
2025;Bretagne;M;55-59 ans;Data;1;111552;951
2025;Bretagne;Non renseigne;60 ans ou plus;Data;1;;951
2025;Centre-Val de Loire;F;25-29 ans;Data;3;65000;951
2025;Centre-Val de Loire;F;30-34 ans;Data;3;69792;951
2025;Centre-Val de Loire;F;35-39 ans;Data;1;77328;951
2025;Centre-Val de Loire;F;40-44 ans;Data;2;79739;951
2025;Centre-Val de Loire;F;45-49 ans;Data;2;75728;951
2025;Centre-Val de Loire;F;50-54 ans;Data;1;87594;951
2025;Centre-Val de Loire;M;25-29 ans;Data;6;66381;951
2025;Centre-Val de Loire;M;30-34 ans;Data;2;68087;951
2025;Centre-Val de Loire;M;35-39 ans;Data;7;73969;951
2025;Centre-Val de Loire;M;40-44 ans;Data;3;76229;951
2025;Centre-Val de Loire;M;45-49 ans;Data;2;73979;951
2025;Centre-Val de Loire;M;50-54 ans;Data;1;85331;951
2025;Centre-Val de Loire;M;60 ans ou plus;Data;2;355150;951
2025;DROM;F;30-34 ans;Data;1;;951
2025;DROM;F;40-44 ans;Data;1;;951
2025;DROM;F;45-49 ans;Data;1;;951
2025;DROM;M;25-29 ans;Data;2;;951
2025;DROM;M;30-34 ans;Data;3;;951
2025;DROM;M;35-39 ans;Data;2;;951
2025;DROM;M;40-44 ans;Data;3;;951
2025;DROM;M;60 ans ou plus;Data;1;;951
2025;DROM;Non renseigne;25-29 ans;Data;1;;951
2025;DROM;Non renseigne;35-39 ans;Data;1;;951
2025;Grand Est;F;25-29 ans;Data;2;151291;951
2025;Grand Est;F;30-34 ans;Data;4;161238;951
2025;Grand Est;F;35-39 ans;Data;4;176033;951
2025;Grand Est;F;40-44 ans;Data;1;178994;951
2025;Grand Est;F;50-54 ans;Data;1;185202;951
2025;Grand Est;F;55-59 ans;Data;1;187497;951
2025;Grand Est;M;20-24 ans;Data;3;165443;951
2025;Grand Est;M;25-29 ans;Data;7;158544;951
2025;Grand Est;M;30-34 ans;Data;6;161770;951
2025;Grand Est;M;35-39 ans;Data;10;171373;951
2025;Grand Est;M;40-44 ans;Data;2;174132;951
2025;Grand Est;M;45-49 ans;Data;2;164164;951
2025;Grand Est;M;50-54 ans;Data;3;181982;951
2025;Grand Est;M;55-59 ans;Data;1;182488;951
2025;Grand Est;Non renseigne;20-24 ans;Data;1;;951
2025;Grand Est;Non renseigne;30-34 ans;Data;1;;951
2025;Grand Est;Non renseigne;35-39 ans;Data;1;;951
2025;Grand Est;Non renseigne;45-49 ans;Data;1;;951
2025;Grand Est;Non renseigne;50-54 ans;Data;2;;951
2025;Grand Est;Non renseigne;55-59 ans;Data;1;;951
2025;Hauts-de-France;F;20-24 ans;Data;1;180304;951
2025;Hauts-de-France;F;25-29 ans;Data;2;170004;951
2025;Hauts-de-France;F;30-34 ans;Data;2;175804;951
2025;Hauts-de-France;F;35-39 ans;Data;1;193135;951
2025;Hauts-de-France;F;40-44 ans;Data;2;195192;951
2025;Hauts-de-France;F;55-59 ans;Data;2;189025;951
2025;Hauts-de-France;M;20-24 ans;Data;3;186607;951
2025;Hauts-de-France;M;25-29 ans;Data;11;168759;951
2025;Hauts-de-France;M;30-34 ans;Data;12;171899;951
2025;Hauts-de-France;M;35-39 ans;Data;10;187990;951
2025;Hauts-de-France;M;40-44 ans;Data;4;190945;951
2025;Hauts-de-France;M;45-49 ans;Data;4;177828;951
2025;Hauts-de-France;M;50-54 ans;Data;2;195138;951
2025;Hauts-de-France;Non renseigne;30-34 ans;Data;3;;951
2025;Hauts-de-France;Non renseigne;50-54 ans;Data;1;;951
2025;Normandie;F;50-54 ans;Data;2;109319;951
2025;Normandie;F;55-59 ans;Data;1;110493;951
2025;Normandie;M;25-29 ans;Data;2;88363;951
2025;Normandie;M;30-34 ans;Data;4;92033;951
2025;Normandie;M;35-39 ans;Data;2;99446;951
2025;Normandie;M;40-44 ans;Data;6;100495;951
2025;Normandie;M;50-54 ans;Data;2;107029;951
2025;Normandie;Non renseigne;30-34 ans;Data;1;;951
2025;Normandie;Non renseigne;35-39 ans;Data;1;;951
2025;Normandie;Non renseigne;45-49 ans;Data;1;;951
2025;Nouvelle-Aquitaine;F;30-34 ans;Data;5;167873;951
2025;Nouvelle-Aquitaine;F;35-39 ans;Data;2;184929;951
2025;Nouvelle-Aquitaine;F;40-44 ans;Data;4;194897;951
2025;Nouvelle-Aquitaine;F;50-54 ans;Data;2;213480;951
2025;Nouvelle-Aquitaine;F;55-59 ans;Data;1;212230;951
2025;Nouvelle-Aquitaine;M;20-24 ans;Data;6;167548;951
2025;Nouvelle-Aquitaine;M;25-29 ans;Data;6;156062;951
2025;Nouvelle-Aquitaine;M;30-34 ans;Data;7;164152;951
2025;Nouvelle-Aquitaine;M;35-39 ans;Data;5;178959;951
2025;Nouvelle-Aquitaine;M;40-44 ans;Data;1;186005;951
2025;Nouvelle-Aquitaine;M;45-49 ans;Data;3;180710;951
2025;Nouvelle-Aquitaine;M;50-54 ans;Data;1;205818;951
2025;Nouvelle-Aquitaine;M;55-59 ans;Data;3;201904;951
2025;Nouvelle-Aquitaine;Non renseigne;25-29 ans;Data;2;;951
2025;Nouvelle-Aquitaine;Non renseigne;35-39 ans;Data;1;;951
2025;Nouvelle-Aquitaine;Non renseigne;45-49 ans;Data;1;;951
2025;Nouvelle-Aquitaine;Non renseigne;60 ans ou plus;Data;1;;951
2025;Occitanie;F;20-24 ans;Data;1;169997;951
2025;Occitanie;F;25-29 ans;Data;6;164543;951
2025;Occitanie;F;30-34 ans;Data;4;176222;951
2025;Occitanie;F;35-39 ans;Data;3;188441;951
2025;Occitanie;F;40-44 ans;Data;2;196937;951
2025;Occitanie;F;45-49 ans;Data;3;187634;951
2025;Occitanie;F;50-54 ans;Data;2;207751;951
2025;Occitanie;M;20-24 ans;Data;6;179965;951
2025;Occitanie;M;25-29 ans;Data;12;167524;951
2025;Occitanie;M;30-34 ans;Data;7;171837;951
2025;Occitanie;M;35-39 ans;Data;9;180495;951
2025;Occitanie;M;40-44 ans;Data;2;185901;951
2025;Occitanie;M;45-49 ans;Data;5;180443;951
2025;Occitanie;M;50-54 ans;Data;1;199338;951
2025;Occitanie;M;55-59 ans;Data;4;197637;951
2025;Occitanie;Non renseigne;30-34 ans;Data;1;;951
2025;Occitanie;Non renseigne;45-49 ans;Data;1;;951
2025;Pays de la Loire;F;25-29 ans;Data;1;104230;951
2025;Pays de la Loire;F;30-34 ans;Data;2;110380;951
2025;Pays de la Loire;F;35-39 ans;Data;1;120736;951
2025;Pays de la Loire;F;45-49 ans;Data;3;119576;951
2025;Pays de la Loire;F;55-59 ans;Data;2;123710;951
2025;Pays de la Loire;M;20-24 ans;Data;1;117003;951
2025;Pays de la Loire;M;25-29 ans;Data;3;108301;951
2025;Pays de la Loire;M;30-34 ans;Data;4;111252;951
2025;Pays de la Loire;M;35-39 ans;Data;3;118768;951
2025;Pays de la Loire;M;40-44 ans;Data;3;123539;951
2025;Pays de la Loire;M;45-49 ans;Data;3;120204;951
2025;Pays de la Loire;M;50-54 ans;Data;1;130757;951
2025;Pays de la Loire;Non renseigne;30-34 ans;Data;1;;951
2025;Provence-Alpes-Côte d'Azur;F;20-24 ans;Data;2;132017;951
2025;Provence-Alpes-Côte d'Azur;F;25-29 ans;Data;3;137745;951
2025;Provence-Alpes-Côte d'Azur;F;30-34 ans;Data;9;150811;951
2025;Provence-Alpes-Côte d'Azur;F;35-39 ans;Data;2;165497;951
2025;Provence-Alpes-Côte d'Azur;F;40-44 ans;Data;5;168724;951
2025;Provence-Alpes-Côte d'Azur;F;45-49 ans;Data;2;159828;951
2025;Provence-Alpes-Côte d'Azur;F;50-54 ans;Data;2;175563;951
2025;Provence-Alpes-Côte d'Azur;F;55-59 ans;Data;1;181916;951
2025;Provence-Alpes-Côte d'Azur;M;20-24 ans;Data;4;138637;951
2025;Provence-Alpes-Côte d'Azur;M;25-29 ans;Data;10;136368;951
2025;Provence-Alpes-Côte d'Azur;M;30-34 ans;Data;14;141704;951
2025;Provence-Alpes-Côte d'Azur;M;35-39 ans;Data;11;153608;951
2025;Provence-Alpes-Côte d'Azur;M;40-44 ans;Data;5;157493;951
2025;Provence-Alpes-Côte d'Azur;M;45-49 ans;Data;5;152654;951
2025;Provence-Alpes-Côte d'Azur;M;50-54 ans;Data;3;167592;951
2025;Provence-Alpes-Côte d'Azur;M;55-59 ans;Data;1;167189;951
2025;Provence-Alpes-Côte d'Azur;Non renseigne;25-29 ans;Data;1;;951
2025;Provence-Alpes-Côte d'Azur;Non renseigne;35-39 ans;Data;2;;951
2025;Provence-Alpes-Côte d'Azur;Non renseigne;45-49 ans;Data;1;;951
2025;Île-de-France;F;20-24 ans;Data;6;426753;951
2025;Île-de-France;F;25-29 ans;Data;34;451160;951
2025;Île-de-France;F;30-34 ans;Data;33;454546;951
2025;Île-de-France;F;35-39 ans;Data;35;456217;951
2025;Île-de-France;F;40-44 ans;Data;17;440577;951
2025;Île-de-France;F;45-49 ans;Data;10;406519;951
2025;Île-de-France;F;50-54 ans;Data;6;407009;951
2025;Île-de-France;F;55-59 ans;Data;1;383539;951
2025;Île-de-France;M;20-24 ans;Data;27;415907;951
2025;Île-de-France;M;25-29 ans;Data;51;432042;951
2025;Île-de-France;M;30-34 ans;Data;50;432616;951
2025;Île-de-France;M;35-39 ans;Data;38;428984;951
2025;Île-de-France;M;40-44 ans;Data;14;412044;951
2025;Île-de-France;M;45-49 ans;Data;20;397746;951
2025;Île-de-France;M;50-54 ans;Data;10;400926;951
2025;Île-de-France;M;55-59 ans;Data;5;364275;951
2025;Île-de-France;M;60 ans ou plus;Data;3;1202559;951
2025;Île-de-France;Non renseigne;25-29 ans;Data;8;;951
2025;Île-de-France;Non renseigne;30-34 ans;Data;7;;951
2025;Île-de-France;Non renseigne;35-39 ans;Data;8;;951
2025;Île-de-France;Non renseigne;40-44 ans;Data;1;;951
2025;Île-de-France;Non renseigne;45-49 ans;Data;3;;951
2025;Île-de-France;Non renseigne;50-54 ans;Data;4;;951
